epsilon,margin,binding_s1,binding_tree
0.425000000,0.020979857400,0,"(a1,a0,a0)"
0.426000000,0.019895837879,0,"(a1,a0,a0)"
0.427000000,0.018813162389,0,"(a1,a0,a0)"
0.428000000,0.017731829050,0,"(a1,a0,a0)"
0.429000000,0.016651835990,0,"(a1,a0,a0)"
0.430000000,0.015573181340,0,"(a1,a0,a0)"
0.431000000,0.014495863234,0,"(a1,a0,a0)"
0.432000000,0.013419879811,0,"(a1,a0,a0)"
0.433000000,0.012345229215,0,"(a1,a0,a0)"
0.434000000,0.011271909593,0,"(a1,a0,a0)"
0.435000000,0.010199919095,0,"(a1,a0,a0)"
0.436000000,0.009129255879,0,"(a1,a0,a0)"
0.437000000,0.008059918102,0,"(a1,a0,a0)"
0.438000000,0.006991903929,0,"(a1,a0,a0)"
0.439000000,0.005925211528,0,"(a1,a0,a0)"
0.440000000,0.004859839069,0,"(a1,a0,a0)"
0.441000000,0.003795784730,0,"(a1,a0,a0)"
0.442000000,0.002733046689,0,"(a1,a0,a0)"
0.443000000,0.001671623131,0,"(a1,a0,a0)"
0.444000000,0.000611512244,0,"(a1,a0,a0)"
0.445000000,-0.000447287781,0,"(a1,a0,a0)"
0.446000000,-0.001504778748,0,"(a1,a0,a0)"
0.447000000,-0.002560962456,0,"(a1,a0,a0)"
0.448000000,-0.003615840702,0,"(a1,a0,a0)"
0.449000000,-0.004669415278,0,"(a1,a0,a0)"
0.450000000,-0.005721687973,0,"(a1,a0,a0)"
0.451000000,-0.006772660570,0,"(a1,a0,a0)"
0.452000000,-0.007822334849,0,"(a1,a0,a0)"
0.453000000,-0.008870712588,0,"(a1,a0,a0)"
0.454000000,-0.009917795558,0,"(a1,a0,a0)"
0.455000000,-0.010963585529,0,"(a1,a0,a0)"
0.456000000,-0.012008084264,0,"(a1,a0,a0)"
0.457000000,-0.013051293525,0,"(a1,a0,a0)"
0.458000000,-0.014093215068,0,"(a1,a0,a0)"
0.459000000,-0.015133850646,0,"(a1,a0,a0)"
0.460000000,-0.016173202009,0,"(a1,a0,a0)"
0.461000000,-0.017211270901,0,"(a1,a0,a0)"
0.462000000,-0.018248059065,0,"(a1,a0,a0)"
0.463000000,-0.019283568237,0,"(a1,a0,a0)"
0.464000000,-0.020317800152,0,"(a1,a0,a0)"
0.465000000,-0.021350756539,0,"(a1,a0,a0)"
0.466000000,-0.022382439124,0,"(a1,a0,a0)"
0.467000000,-0.023412849630,0,"(a1,a0,a0)"
0.468000000,-0.024441989776,0,"(a1,a0,a0)"
0.469000000,-0.025469861275,0,"(a1,a0,a0)"
0.470000000,-0.026496465840,0,"(a1,a0,a0)"
0.471000000,-0.027521805176,0,"(a1,a0,a0)"
0.472000000,-0.028545880989,0,"(a1,a0,a0)"
0.473000000,-0.029568694976,0,"(a1,a0,a0)"
0.474000000,-0.030590248835,0,"(a1,a0,a0)"
0.475000000,-0.031610544258,0,"(a1,a0,a0)"
0.476000000,-0.032629582933,0,"(a1,a0,a0)"
0.477000000,-0.033647366544,0,"(a1,a0,a0)"
0.478000000,-0.034663896774,0,"(a1,a0,a0)"
0.479000000,-0.035679175299,0,"(a1,a0,a0)"
0.480000000,-0.036693203793,0,"(a1,a0,a0)"
0.481000000,-0.037705983926,0,"(a1,a0,a0)"
0.482000000,-0.038717517365,0,"(a1,a0,a0)"
0.483000000,-0.039727805772,0,"(a1,a0,a0)"
0.484000000,-0.040736850807,0,"(a1,a0,a0)"
0.485000000,-0.041744654125,0,"(a1,a0,a0)"
0.486000000,-0.042751217377,0,"(a1,a0,a0)"
0.487000000,-0.043756542212,0,"(a1,a0,a0)"
0.488000000,-0.044760630275,0,"(a1,a0,a0)"
0.489000000,-0.045763483206,0,"(a1,a0,a0)"
0.490000000,-0.046765102643,0,"(a1,a0,a0)"
0.491000000,-0.047765490219,0,"(a1,a0,a0)"
0.492000000,-0.048764647565,0,"(a1,a0,a0)"
